"","V1","Mean1","Mean2","Mean3","Mean4","Mean5","Mean6","Mean7","Mean8","Mean9","Mean10","Mean11","Mean12","Mean13","Mean14","Mean15","Mean16","Mean17","Mean18","Mean19","Mean20","Mean21","Mean22","Mean23","Mean24","Mean25","Mean26","Mean27","Mean28","Mean29","Mean30","Mean31","Mean32","Mean33","Mean34","Mean35","Mean36","Mean37","Mean38","Mean39","Mean40","Mean41","Mean42","Mean43","Mean44","Mean45","Mean46","Mean47","Mean48","Mean49","Mean50","Mean51","Mean52","Mean53","Mean54"
"63",63,353.521,327.744,296.918,331.873,298.253,290.273,255.174,239.117,289.349,335.039,331.357,342.62,309.651,367.521,345.148,302.106,293.78,252.464,272.947,329.407,272.096,315.172,369.041,321.884,245.469,239.884,214.644,431.817,366.676,397.89,332.146,326.821,325.366,315.859,293.004,359.922,352.256,375.307,363.92,249.162,291.717,282.282,292.648,228.508,288.409,293.608,268.228,277.594,292.271,203.01,187.821,319.347,340.396,308.615
"64",64,352.8,327.807,295.465,338.06,287.924,291.215,257.221,231.939,286.424,330.224,338.248,341.173,308.729,363.984,349.718,298.478,299.732,247.181,270.295,330.234,269.382,317.609,368.32,316.534,253.237,249.764,224.216,424.957,364.934,394.979,334.53,310.7,323.197,324.833,288.873,363.102,348.188,363.719,374.036,258.047,290.404,279.641,284.331,225.52,291.068,285.452,259.68,278.309,297.433,201.1,189.917,317.422,330.098,312.177
"65",65,359.379,326.841,298.316,333.406,295.533,293.91,262.637,233.888,289.252,334.631,338.517,346.726,312.869,363.316,344.704,301.557,299.701,256.639,274.816,331.886,271.671,321.8,366.029,327.836,250.672,246.069,217.076,424.86,360.861,392.013,328.409,326.101,328.324,319.99,295.068,343.549,343.792,372.864,371.474,255.095,286.488,268.564,284.36,230.384,299.08,291.759,264.864,270.614,290.883,206.876,181.767,322.356,336.31,314.156
"66",66,362.096,327.179,297.109,331.641,290.453,287.543,263.158,237.248,287.311,337.757,333.029,342.909,312.734,373.079,347.843,297.345,297.232,245.705,264.725,334.223,274.364,318.972,368.496,316.185,251.814,250.194,217.273,432.183,359.546,402.466,338.226,318.952,330.92,313.99,289.691,360.49,342.705,369.636,365.766,254.054,287.458,272.41,286.606,225.429,297.25,288.072,268.518,268.415,295.646,202.862,189.712,317.276,336.266,318.865
"67",67,357.812,326.179,301.805,339.527,297.267,297.68,258.058,238.65,286.185,342.129,337.185,342.606,314.114,369.679,348.389,301.353,298.409,255.325,270.275,339.205,268.943,317.091,368.449,328.199,253.763,243.315,220.689,433.183,368.99,407.242,335.75,325.237,328.189,320.615,295.627,356.867,356.15,363.996,368.328,249.405,286.398,276.519,292.03,229.768,299.034,298.217,269.197,272.314,296.742,204.267,196.467,321.156,342.222,312.349
"68",68,360.054,323.512,293.699,341.254,294.351,295.551,265.921,233.813,292.807,337.212,338.13,347.601,317.642,368.121,348.069,297.035,288.951,253.482,272.145,334.289,268.925,320.466,372.472,321.808,254.853,249.157,222.966,434.5,361.427,402.619,327.848,322.261,318.992,321.865,292.864,361.31,352.396,374.364,372.599,247.581,292.108,276.173,287.11,235.627,294.165,297.271,268.254,271.763,297.858,202.79,186.067,323.924,341.535,319.568
"69",69,364.688,334.246,302.754,338.127,299.618,306.352,279.042,234.187,298.063,349.674,352.828,356.966,320.214,388,357.819,317.714,305.811,255.241,277.686,347.304,280.579,337.475,394.443,338.726,261.729,255.75,226.242,452.312,375.573,410.771,345.171,333.729,336.933,341.349,305.729,372.925,372.614,384.443,373.336,263.23,298.855,278.731,295.648,228.463,298.801,288.56,273.088,276.135,302.175,207.005,192.804,329.298,354.187,324.964
"70",70,389.504,355.609,326.633,348.562,345.329,346.402,331.684,252.131,327.987,379.369,393.824,408.606,350.956,438.579,404.523,348.867,328.494,274.946,297.251,389.52,312.934,384.759,420.815,331.747,293.311,271.032,246.375,496.323,400.556,459.831,364.963,370.961,363.849,387.062,341.475,398.871,410.816,396.518,380.599,301.635,303.819,317.577,321.398,250.192,305.091,300.012,282.535,286.681,312.225,218.819,194.387,334.116,384.199,378.88
"71",71,398.796,370.614,353.449,344.083,388.511,383.816,364.6,272.014,334.059,402.075,414.672,434.889,369.712,474.084,430.023,389.875,342.402,291.464,320.406,416.634,329.759,402.559,447.569,336.342,316.282,286.375,265.864,529.586,418.036,460.106,369.933,400.647,380.454,405.729,361.674,425.686,430.618,417.048,396.737,334.892,316.633,343.494,341.767,267.831,307.301,316.175,284.566,294.232,321.429,222.886,202.896,350.747,400.225,404.557
"72",72,414.567,383.85,370.496,348.987,412.987,392.621,368.237,283.019,346.521,419.71,428.466,448.264,379.79,500.232,440.384,403.514,361.921,315.717,336.932,428.619,334.662,412.434,452.933,335.801,338.91,297.551,269.22,536.097,428.093,487.513,385.713,406.961,397.74,434.969,380.11,441.161,455.739,438.149,382.095,353.797,327.108,348.788,351.25,262.966,303.949,321.217,292.557,290.729,327.292,231.952,211.05,344.88,405.491,411.177
"73",73,417.504,394.792,373.512,355.841,407.844,388.809,366.316,287.897,345.088,421.522,422.441,456.514,387.048,505.911,446.662,400.184,357.799,317.735,339.812,433.883,356.658,421.712,458.748,340.404,345.164,303.5,281.458,554.742,435.934,499.631,387.262,415.565,405.584,430.526,378.081,442.769,444,432.395,398.905,361.412,337.837,355.519,351.466,272.706,300.784,327.343,289.588,296.213,326.367,233.333,205.425,350.018,407.684,402.125
"74",74,416.317,400.295,373.918,356.81,402.573,385.859,352.489,288.561,344.706,414.976,417.29,444.793,379.052,505.963,439.181,404.443,356.128,333.59,336.754,438.505,365.105,421.728,448.425,344.747,354.085,303.972,277.117,547.392,435.669,508.059,383.793,411.411,404.437,437.734,377.347,445.525,452.464,438.592,382.781,361.547,340.193,344.974,353.462,267.147,300.71,328.175,289.873,295.681,326.7,231.781,199.792,348.578,414.37,407.682
"75",75,411.342,394.957,372.918,342.276,386.422,376.699,345.595,285.972,337.727,420.361,413.727,439.808,377.93,502.884,438.944,398.529,360.116,328.699,342.159,431.179,369.114,406.481,451.17,342.979,354.023,307.63,286.265,555.876,436.245,501.292,387.543,403.372,402.193,426.104,367.174,450.502,445.435,431.899,384.664,352.014,329.084,355.385,350.72,259.588,304.938,328.596,283.39,296.464,321.979,240.129,199.663,340.004,402.722,397.359
"76",76,422.454,395.884,369.898,351.146,390.613,375.434,343.484,283.785,335.353,404.475,408.803,441.76,375.354,495.947,435.185,390.737,351.744,340.705,339.097,421.344,366.465,403.006,448.337,335.39,351.61,305.083,283.439,537.204,427.169,505.369,393.591,400.966,394.353,414.276,366.462,433.267,429.889,439.057,384.854,351.608,334.892,347.071,352.153,267.616,296.312,325.078,281.443,301.15,322.083,231.162,201.946,340.453,402.424,392.688
"77",77,423.742,393.203,371.945,352.413,387.253,363.699,343.989,282.037,341.42,403.62,402.727,445.288,369.389,501.084,428.301,394.114,350.634,342.705,338.357,413.744,366.618,401.237,449.229,332.733,360.164,300.935,279.447,560.419,421.732,506.72,381.439,402.725,394.857,415.271,367.119,440.251,428.971,426.487,377.058,351.345,324.892,349.622,356.305,261.508,304.46,324.651,281.154,305.179,326.479,233.529,199.283,340.613,406.222,389.734
"78",78,417.021,397.435,363.566,353.06,390.88,381.98,337.137,288.061,343.828,419.925,411.328,445.832,376.205,510.874,446.694,400.443,364.183,345.494,349.328,413.927,373.746,400.397,456.023,333.048,354.147,317.245,279.826,558.785,436.331,517.839,392.037,390.773,409.929,415.401,375.992,444.486,437.841,436.496,391.241,345.27,337.307,348.705,355.343,266.028,307.33,343.765,295.329,298.251,331.096,238.757,208.242,346.502,401.234,391.375
"79",79,420.208,396.981,352.816,351.041,394.4,374.102,336.516,281.379,350.752,411.835,408.685,436.553,373.341,505.774,441.111,401.243,363.494,341.602,341.923,423.791,372.421,405.847,451.801,338.158,349.746,314.435,277.777,560.941,426.371,515.441,383.091,392.174,400.038,424.833,363.246,444.275,438.01,431.443,387.737,349.088,337.488,347.212,354.742,261.785,312.688,331.651,280.031,303.971,325.171,230.776,202.129,345.604,401.551,397.042
"80",80,421.971,400.57,358.523,352.343,390.836,372.34,329.195,279.084,335.214,415.627,402.429,432.952,376.245,518.111,435.898,410.267,355.829,331.928,351.106,421.374,369.07,395.153,455.349,338.137,339.944,313.856,278.625,548.903,425.44,519.64,377.323,392.208,389.185,417.865,365.11,445.392,436.256,435.877,387.263,357.074,327.536,337.769,360.754,263.141,302.085,335.163,278.741,299.691,331.754,241.443,203.892,342.924,407.101,390.938
"81",81,422.971,406.058,350.285,349.962,380.058,370.289,324.889,280.467,338.634,401.698,396.79,429.471,367.817,510.1,426.157,406.243,348.933,352.494,348.551,411.67,365.746,390.375,453.651,338.199,331.35,318.255,280.182,545.425,418.944,520.966,383.073,390.628,391.483,401.375,367.627,432.051,424.71,423.833,374.796,353.345,324.837,340.333,356.267,260.864,305.756,332.904,283.404,301.672,324.575,239.824,208.058,341.147,399.703,389.24
"82",82,417.2,394.966,355.824,355.908,380.262,361.574,325.179,277.35,341.374,407.761,390.55,421.692,362.69,503.863,417.301,399.424,353.177,344.855,343.328,405.337,364.789,385.172,452.806,345.205,345.814,305.648,280.799,554.43,423.732,522.466,385.805,374.686,391.588,406.833,363.674,431.631,424.411,428.36,384.883,345.392,329.97,335.949,344.983,259.887,302.159,333.512,275.232,309.773,328.392,230.662,209.3,336.907,396.399,373.849
"83",83,420.171,393.681,352.641,351.971,370.876,358.285,310.263,276.495,330.979,398.588,393.454,404.466,362.275,500.6,413.505,395.369,345.061,333.554,343.696,397.37,352.566,387.678,437.616,340.096,332.463,314.977,268.754,549.935,417.854,508.576,385.768,380.643,386.366,400.177,356.034,428.91,414.483,431.461,371.161,342.209,321.849,337.583,340.775,259.672,293.085,330.705,281.61,293.382,325.475,237.162,202.967,339.773,390.215,372.698
"84",84,423.146,387.324,354.371,349.143,363.538,354.785,308.884,269.883,333.609,395.624,382.697,409.014,360.074,485.574,407.218,387.671,339.47,337.446,336.29,406.212,357.851,377.447,433.003,335.582,331.198,306.134,266.326,535.64,418.831,502.458,379.183,386.401,385.282,386.062,359.606,422.98,415.396,425.596,378.664,339.696,321.506,329.115,341.699,259.164,301.915,318.09,282.298,300.087,325.392,239.443,195.221,336.507,391.396,365.948
"85",85,425.883,383.816,342.211,346.975,365.373,352.809,317.584,267.192,331.345,398.745,386.63,408.457,358.969,469.489,406.065,377.4,345.079,336.47,337.691,409.703,345.469,378.797,440.733,335.349,323.418,313.19,271.174,540.097,415.066,510.627,379.921,383.048,382.639,396.323,351.568,425.357,416.019,432.456,380.073,336.757,315.801,335.397,351.805,261.237,315.233,330.669,273.421,302.092,327.404,242.176,205.758,340.978,390.437,373.479
"86",86,417.804,386.638,340.766,351.352,363.356,348.707,308.547,275.037,327.042,391.435,380.34,405.029,359.834,481.521,406.907,375.816,343.14,336.048,335.266,387.886,349.447,370.747,432.71,334.925,312.554,319.88,270.356,529.285,417.513,499.415,365.805,373,376.542,394.125,347.242,431.075,406.3,422.092,378.27,338.385,324.319,330.904,343.199,245.616,307.932,317.163,281.575,297.415,320.642,236.862,205.708,336.818,394.497,362.219
"87",87,414.717,384.986,340.367,355.34,363.787,347.082,313.221,274.743,329.992,393.4,376.576,402.356,353.135,460.526,403.634,374.078,338.646,331.289,339.638,396.15,335.158,382.822,429.041,335.493,317.068,306.005,273.943,524.823,414.434,501.309,381.97,372.391,377.252,387.901,345.703,423.824,410.367,418.544,379.263,330.75,317.916,317.974,329.597,261.983,303.58,332.874,285.461,292.86,319.804,243.69,208.142,328.036,385.756,364.797
"88",88,415.129,375.691,346.879,356.464,359.649,352.445,311.268,271.313,323.21,387.478,387.328,399.817,358.074,460.647,402.148,372.416,339.848,337.072,334.498,397.308,337.469,367.819,422.997,332.521,313.13,300.079,265.182,527.919,412.43,497.428,368.854,371.043,375.492,391.203,342.347,413.953,408.903,414.211,381.241,336.02,319.446,331.199,340.343,255.062,305.517,320.301,277.254,297.005,321.221,243.2,205.033,337.431,390.706,360.766
"89",89,411.442,384.188,336.051,354.832,360.098,345.773,297.968,264.098,322.559,383.424,384.815,407.394,353.817,454.721,390.792,372.443,335.878,334.434,336.126,395.084,330.969,366.644,431.704,339.815,312.373,304.056,263.652,513.839,413.464,492.602,375.994,371.971,377.336,381.552,346.013,416.553,405.918,418.39,388.343,324.615,323.295,323.968,340.258,253.441,307.699,320.434,274.877,298.531,317.546,229.576,201.55,340.898,382.446,358.656
"90",90,400.821,370.952,333.805,347.229,351.782,337.23,300.174,268.748,321.092,388.875,375.718,398.178,349.376,450.305,395.796,364.682,336.671,329.247,330.643,387.015,338.825,367.419,420.258,330.212,313.418,300.833,269,525.048,413.609,492.572,368.86,359.86,374.231,389.88,343.5,415.251,407.13,420.439,384.496,330.892,307.94,324.122,329.72,252.927,302.795,326.367,273.811,291.44,316.513,226.543,199.971,340.627,386.013,357.302
"91",91,406.321,367.952,332.52,344.959,350.782,340.254,297.742,258.748,314.601,377.298,382.941,395.385,352.507,453.468,385.139,368.016,322.207,316.572,332.681,388.227,330.43,368.166,416.704,337.192,310.322,298,261.765,519.043,411.735,484.89,378.689,364.633,373.748,378.224,342.86,405.145,400.56,413.018,381.62,325.649,315.693,321.058,329.174,244.921,303.386,319.735,280.254,295.681,317.367,231.757,206.238,339.862,378.877,361.156
"92",92,410.717,376.923,332.246,348.695,353.084,339.172,302.253,262.173,323.786,379.373,372.992,397.197,350.236,455.758,386.963,355.251,332.97,330.849,325.411,380.432,325.237,367.541,413.604,339.082,313.723,305.824,260.356,512.979,402.606,481.458,374.146,367.565,364.811,378.302,345.186,410.145,395.014,412.645,384.562,314.176,317.759,317.712,328.78,251.921,310.801,317.361,278.904,293.469,322.475,232.619,202.925,341.96,377.797,358.797
"93",93,407.546,374.193,328.922,350.727,350.369,337.23,294.616,262.477,322.643,381.282,376.76,396.274,351.48,439.479,391.5,354.478,334.22,325.777,328.696,389.557,329.504,365.078,416,339.13,304.525,299.056,261.326,511.613,403.702,495.775,369.896,368.749,370.546,388.255,337.542,407.827,400.473,405.93,383.489,317.615,314,317.006,335.576,256.921,307.08,319.337,286.268,285.271,312.938,226.986,198.55,330.436,379.408,357.219
"94",94,408.467,375.174,330.059,350.26,338.662,330.707,290.989,258.051,317.471,374.965,374.134,383.346,352.288,433.163,382.477,353.396,328.884,324.578,326.469,378.264,322.123,359.672,411.9,340.158,302.367,297.477,263.53,502.844,398.699,485.975,366.659,360.783,368.878,384.391,347.775,410.149,395.343,413.969,384.869,312.068,315.024,321.75,328.661,247.458,302.472,322.054,283.518,292.256,315.567,233.481,201.938,325.338,377.171,352.318
"95",95,405.788,380.42,336.023,349.908,343.916,337.238,299.053,264.589,318.55,376.29,361.622,389.394,349.454,438.726,379.787,355.475,330.287,318.602,323.13,374.971,317.487,357.616,419.428,332.788,308.441,292.505,255.545,498.527,403.957,483.839,370.866,364.821,367.387,377.281,344.568,397.106,385.768,412.623,376.62,314.392,313.572,317.513,328.148,259.107,309.892,315.524,278.925,297.836,318.504,229.595,203.921,337.796,378.763,358.615
"96",96,406.554,375.507,324.734,346.314,337.951,339.902,295.547,257.93,322.235,382.71,367.197,386.721,344.345,436.384,394.079,350.416,331.128,321.554,324.469,382.989,320.101,360.081,419.883,331.425,303.169,298.718,260.417,501.586,409.464,485.021,368.207,370.7,361.546,365.719,345.017,416.706,390.357,414.535,375.547,311.77,306.5,311.878,328.25,261.893,307.932,312.578,277.719,289.986,323.467,226.771,210.387,335.267,373.953,348.938
"97",97,405.308,363.662,327.102,355.775,340,335.672,293.979,262.477,317.324,375.851,367.076,389.995,345.52,429.611,392.829,350.608,336.512,317.849,326.333,378.678,314.904,357.472,415.592,343.466,300.271,291.384,262.871,491.591,398.974,482.953,361.171,352.058,363.168,369.802,336.28,406.816,391.309,414.658,379.131,311.601,314.988,315.301,332.835,254.537,296.778,320.259,277.987,300.469,316.575,231.148,206.183,337.822,373.009,351.583
"98",98,404.013,362.923,319.395,351.705,337.44,321.605,305.368,260.126,314.538,370.584,372.433,382.904,346.472,420.068,380.769,349.855,332.915,314.892,325.899,372.282,312.904,363.188,408.22,331.87,300.418,296.537,258.129,492.962,401.358,474.275,357.415,354.304,363.105,377.885,338.627,403.173,387.111,409.689,386.613,316.858,312.874,308.756,329.987,254.299,309.114,312.548,274.61,295.058,318.862,236.148,204.971,333.191,375.25,352.182
"99",99,405.221,373.314,337.766,341.575,335.667,330.52,290.416,259.79,315.282,375.482,369.517,392.692,341.865,431.253,381.532,352.035,325.024,318.795,324.275,373.231,315.259,355.744,411.809,345.13,293.141,292.968,255.932,502.274,394.881,474.869,359.707,368.792,361.311,370.328,332.449,402.106,384.628,411.728,371.81,300.122,313.398,309.276,328.716,249.181,303.619,316.741,277.149,296.343,322.183,225.933,202.492,331.533,374.155,356.49
"100",100,403.671,363.536,327.07,353.876,342.751,332.484,292.716,256.864,318.95,374.824,372.336,393.721,343.799,423.284,387.602,346.439,334.037,317.343,316.184,381.234,310.14,355.294,411.827,338.966,293.932,295.944,253.163,490.414,397.831,470.428,365.116,356.923,365.05,365.635,333.466,410.196,395.575,407.781,383.934,299.831,309.88,311.404,330.004,261.559,303.108,316.054,282.82,292.425,316.596,236.619,205.746,338.711,379.022,346.578
"101",101,397.429,362.121,326.688,347.632,336.102,323.344,289.253,261.449,316.197,382.188,375.975,380.644,345.07,426.079,379.079,345.686,323.037,318.976,322.357,377.227,303.425,359.694,412.695,325.808,292.096,287.986,248.034,496.054,400.974,470.174,365.616,356.507,367.441,371.073,334.775,398.788,384.246,406.206,381.248,314.27,307.626,313.769,330.322,252.757,304.926,315.626,278.092,294.696,314.188,231.152,207.583,337.533,371.446,345.115
"102",102,406.571,363.005,319.59,345.949,334.658,332.887,290.253,256.523,317.214,373.396,374.676,379.909,343.572,429.679,382.352,346.357,319.97,304.295,314.884,371.923,307.452,359.25,405.76,334.548,291.48,292.176,253.617,482.785,397.344,474.843,362.665,357.053,352.79,367.109,322.852,396.09,390.164,405.921,390.715,309.014,305.169,309.051,317.686,250.203,306.455,318.56,270.974,293.556,316.146,226.805,205.667,341.364,367.013,341.854
"103",103,404.167,359.498,322.938,353.146,336.2,325.551,290.184,260.033,321.95,371.137,366.366,377.543,344.376,426.963,383.509,344.4,324.268,308.331,321.44,369.674,311.092,354.4,407.114,339.205,299.893,286.625,254.023,488.194,398.132,474.992,363.902,356.121,358.571,365.615,337.144,397.961,386.386,406.566,388.927,295.304,309.09,308.333,324.102,256.282,313.233,311.982,278.039,291.971,321.462,233.929,204.054,338.72,369.392,364.229
